uid,accent,language_family,gender,age,reference,hypothesis,model
421,Sindhi,Indo-Aryan,Male,30-45,physical exercise and meditative postures,PPHYSICAL EXERCISE AND MERITATIVE POTURS,hybrid-w2v2-grl
422,Urdu,Indo-Aryan,Male,30-45,and still getting more experience while working for AI4Bharat,AND STILL GETTING MORE EXPERIENCE WHILE WORKING FOR A AYE FOR BARTH,hybrid-w2v2-grl
423,Marathi,Indo-Aryan,Male,60+,Kerala,CAR,hybrid-w2v2-grl
424,Kannada,Dravidian,Female,18-30,84 can you check my current holdings in APY?,ATE FOL CAN YOU CHECK MY CURRENT HOLDING SIM APIBY,hybrid-w2v2-grl
425,Malayalam,Dravidian,Male,30-45,"scholarships for OBC students, like",SCHOLARSHIPS FOR ALBE SE STUDENTS LIKE,hybrid-w2v2-grl
426,Nepali,Indo-Aryan,Male,18-30,"Dak Bungalow of Darjeeling, Kothiyar Bungalow of different Singonad Plantations,",SDAG BUNGLA OF DAZZLING COURTIERBUNGLA OF DEFINSHING ON UPLANDICENS,hybrid-w2v2-grl
427,Bengali,Indo-Aryan,Female,45-60,Show the current holdings of my APY account with PRAN number 527154998165,SHOW THE CURRENT HOLDING OF MY IPY ACCOUNT WITH BROWN NUMBER FIVE TO SEVEN ONE FIVE FOOT DOVLE NINE EIGHT ONE SIX FIVE,hybrid-w2v2-grl
428,Punjabi,Indo-Aryan,Male,60+,on By Nature Coconut Flour,ON BY NATURE COCUNUT FLOOR,hybrid-w2v2-grl
429,Kashmiri,Indo-Aryan,Female,30-45,"Due to this turmoil, the schools remain shut for prolonged periods of time.",DUE TO THIS TURMOIL THE SCHOOLS REMAIN SHUT FOR PROLONGED PERIODS OF TIME,hybrid-w2v2-grl
430,Nepali,Indo-Aryan,Female,30-45,Tell me about the fund size and minimum investment needed for Pradhan Mantri Jan Dhan Yojana Savings Scheme,TELL ME ABOUT THE FAND SIZE AND MINIMUM INWESTMEN NEEDED FOR BROTHER MUTRISAN THA NUS IN A SAVINGSSCHEME,hybrid-w2v2-grl
431,Tamil,Dravidian,Male,45-60,"dress, and in terms of language",A DRESS AND IN TERMS OF LAPAGE,hybrid-w2v2-grl
432,Urdu,Indo-Aryan,Male,45-60,Resend the OTP for linking Zomato to my account.,RECEND THE OTLY BEFOR LINKING ZOMITO TO MY ACCOUNT,hybrid-w2v2-grl
433,Bodo,Sino-Tibetan,Female,18-30,Backward,,hybrid-w2v2-grl
434,Malayalam,Dravidian,Female,18-30,"So here we are a state that boasts of 100% literacy, which means that all our citizens,",HERE WE ARE A STATE THAT BOST OF HUNDRED PERSON LITEROCY WHICH MEANS THAT ALL ARE CITIZENS OF,hybrid-w2v2-grl
435,Bodo,Sino-Tibetan,Male,30-45,is grounded,S GROUND TET,hybrid-w2v2-grl
436,Odia,Indo-Aryan,Male,60+,No,,hybrid-w2v2-grl
437,Bodo,Sino-Tibetan,Female,18-30,"So, there are four types of mandalas that are used for different purposes. Like, the first one is outer mandala. So it's a basic kind of mandala that represents the universe",THERE ARE FOUR TYPES OF MANDALLA'S THAT ARE USE FOR DIFFERENT PURPOSES ANDLIKE A FIRST URN IS OUTER MANDALLA SITIS A BASY KIND OF MANDALLA THAT REPRESENTS THE UNIVERSE,hybrid-w2v2-grl
438,Odia,Indo-Aryan,Male,18-30,or renovate the churches or the monuments for all,O RENOVATE THE CHURCHES OF THE MONUMENT FOR ALL THE,hybrid-w2v2-grl
439,Nepali,Indo-Aryan,Male,18-30,Repeat yesterday's order and add XY of DP Decorative Wax Candles Scented and 2 pieces Wild Stone Code Copper Body Perfume.,REPEAT YESTER DIS ORDER AN ADAXWAY OF DEPY DECORATIVE WAX CANDALES SENT IT AND TWO PIECES OF WELD IS TON COLD COPPER BODY FOR HIM,hybrid-w2v2-grl
440,Odia,Indo-Aryan,Female,18-30,people can buy online as because after Covid,PEOPLE CAN BUY ON LINE AS WITH HIS AFTER COVERD,hybrid-w2v2-grl
441,Assamese,Indo-Aryan,Male,30-45,Can you show recommendation on Fragrances ?,CAN YOU SHOW ECOMMENDATION ON FRAGRANCES,hybrid-w2v2-grl
442,Odia,Indo-Aryan,Female,60+,"I don't think I can answer this question because English is a foreign language to me,",I DON'T THINK I CAN ANSWER THIS QUESTION BECAUSE ENGLAS IS APERIN LUNGUAGE TO ME,hybrid-w2v2-grl
443,Urdu,Indo-Aryan,Female,45-60,socially weaker sections of the society,SOCIALLY VECOR SECTION OF THIS SOCIETY,hybrid-w2v2-grl
444,Dogri,Indo-Aryan,Female,18-30,"Then we have a place called Patnita of Mansar, Shorin sir, some amusement parks like colonial farms.",THEN WE HAVE A PLACE CALLED PACNITOP A MONGS ARE SHOOTING SERCH SOME AMUSEMENT BATS LIKE COLONIAL FARMS,hybrid-w2v2-grl
445,Urdu,Indo-Aryan,Male,45-60,On,ON,hybrid-w2v2-grl
446,Odia,Indo-Aryan,Female,30-45,Chandipur,CAN TE PUT,hybrid-w2v2-grl
447,Urdu,Indo-Aryan,Male,30-45,"Furthermore, the concept of protected areas i.e. haram is intrinsic to Islam.",FURTHER MORE THE CONCEPT OF PROTECTED IDEAS THAT HIS HRAM IS INSTRANT INTRINSIC TO HIS LON,hybrid-w2v2-grl
448,Hindi,Indo-Aryan,Female,30-45,because out there in the open,T LIFE ICKURS A THER IN THE OPEN,hybrid-w2v2-grl
449,Maithili,Indo-Aryan,Male,30-45,Obviously it is a wonderful feeling that I got when I started cultivating my own vegetables on my rooftop garden last year.,OBVIOUSLY IT IS A WONDERFUL FEELING THAT I GOT WHEN I STARTED CULTIVATING MY OWN VISITABLES ON MY ROOF OF GARDEN LAST YEAR,hybrid-w2v2-grl
450,Telugu,Dravidian,Female,45-60,Help,,hybrid-w2v2-grl
451,Kannada,Dravidian,Female,18-30,On a daily basis we use curry bevu and kothamri in cooking,ON A DAILY BASIS WE USE CARIBEWAN COTUMBRI IN COOKING,hybrid-w2v2-grl
452,Marathi,Indo-Aryan,Female,18-30,So it is fed to my reading list in my phone.,IT IS FETTO MY READING LIST AND MY FONE,hybrid-w2v2-grl
453,Maithili,Indo-Aryan,Female,45-60,"So I poured some in the starting, then again I poured and finally it happened that it became so wet",SO I POULED SOME IN THE STARTING THEN AGAIN I POULD AND FINALLY IT HAPPENED THAT IT BECAME SO WED,hybrid-w2v2-grl
454,Kashmiri,Indo-Aryan,Male,18-30,"The industry isn't that popular over here in Kashmir.So there are very less opportunities of finding such places. Personally, I do not know any such places where tourists can come and enjoy music and singing.But Yes, there are some certain occasions wherein the local artists or sometimes the artists from other part of India as well come here. They take part. They sing in front of people",TIN THIS FREADS IN THAT POPULAR OVER HERE IN KISH BERSO THERE ARE VERY LESS OPPORTUNITIES OF FINDING SUCH PLACES I PERSONALLY DO NOT REMEMBER I DO NOT KNOW ANY OF SUCH PLACES WAR HERE WHERE TURIST CAN COME AND ENJOYMUSIC AN SINGING BUT YES THERE ARE SOME CERTAIN OCCASIONS WHERE IN THE LOCAL ARTISTIS ARE SOMETIMES THART IS FROM OTHER PART OF IN THE EYES WILL COME HERE AND THEY TE PART THEY SING IN FRONT OF PEOPLE,hybrid-w2v2-grl
455,Odia,Indo-Aryan,Female,60+,how long should you cook a whole chicken in a three hundred and seventy five degree oven,HOW LONG SHULL YOU COOK YA WHOLE CHICKEN IN A THREE HUNDRED AND SEVENTY PAVE TIGRIOGAN,hybrid-w2v2-grl
456,Urdu,Indo-Aryan,Female,30-45,Play,,hybrid-w2v2-grl
457,Dogri,Indo-Aryan,Male,30-45,"I watched the short film on the story of Mata Vaishno Devi at Clark in Suit, Qatar.",I WATCHED THE SHORT WOMON THE STORY OF MOTAFICION DAWE ACT CLERK IN SUIT CUTTERDURIN,hybrid-w2v2-grl
458,Telugu,Dravidian,Female,45-60,Agree,GRAY,hybrid-w2v2-grl
459,Kashmiri,Indo-Aryan,Female,30-45,Delhi,ELLY,hybrid-w2v2-grl
460,Urdu,Indo-Aryan,Female,18-30,Did I receive the money back after the unsuccessful transaction?,DID I RECEIVE THE MONEY BACK AFTER THE UNSUCCESSFUL TRANSACTION,hybrid-w2v2-grl
461,Kannada,Dravidian,Female,30-45,It got stick it just went on sticking and tearing,IT GOT STICKA IT JUST WENT ON STICKING AND TARING,hybrid-w2v2-grl
462,Assamese,Indo-Aryan,Male,18-30,Learn,LAND,hybrid-w2v2-grl
463,Malayalam,Dravidian,Male,18-30,Next,NEXT,hybrid-w2v2-grl
464,Odia,Indo-Aryan,Female,18-30,"He used to deal everything in a traditional way, but now he is slowly and gradually switching to the digitalization or automation mode",HE USED TO DEAL EVERYTHING IN A TRADITIONAL WAY BUT NOW HE IS SLOWLY AND GRADUALLY SWITCHING TROUGH THE DIGITALIZATION OR AUTOMISSION MOD,hybrid-w2v2-grl
465,Nepali,Indo-Aryan,Male,18-30,And on that day Nepali women come and visit at program by wearing their cultural costumes,ON DEAT A DAY AMAPALY WHOMAN COMMAN VISIT AT PROGRAME BY WEARING THEY ARE CALLS ARE A COSTUME,hybrid-w2v2-grl
466,Malayalam,Dravidian,Female,18-30,put an order in for two pizzas from domino's,PUT AN ORDER IN FOR TWO PISSERS FROM DOMINAS,hybrid-w2v2-grl
467,Urdu,Indo-Aryan,Male,30-45,and beautified by palaces,AND BEAUTIFIED BY PALACES,hybrid-w2v2-grl
468,Tamil,Dravidian,Female,60+,One,,hybrid-w2v2-grl
469,Telugu,Dravidian,Male,45-60,Two,,hybrid-w2v2-grl
470,Malayalam,Dravidian,Female,30-45,"As Christianity spread and handwritten copies of the Christian scriptures multiplied, the Bible was translated into vernacular languages, including Syriac, Coptic, Ethiopian, Armenian, even in my native language Malayalam",AS CHRISTIANITY SPREAD AND HANDWOOTEN COPIES OF THE CHRISTIAN SCRIPTURES MULTIP LIET THE BIBLE WAS TRANSLATED INTO WVORNACLAR LANGUAGES INCLUDING SYRIACOPTIC ETHIOPIN REMAINAN EVEN IN MY NATIVE LANGUAGE MALIALUM,hybrid-w2v2-grl
471,Gujarati,Indo-Aryan,Female,30-45,Show me all the donations,SHOW ME ALL THE DONATIONS,hybrid-w2v2-grl
472,Bodo,Sino-Tibetan,Female,18-30,The core of Sattriya Nritya has usually been the mythological stories so,SO DA CO OF A SUTRIAL NUTR HAS USUALLY BEEN THE MYCHROLOGICAL STORIES SO,hybrid-w2v2-grl
473,Urdu,Indo-Aryan,Male,18-30,Backward,ACKWARD,hybrid-w2v2-grl
474,Dogri,Indo-Aryan,Male,30-45,"as Insta, Facebook they have their own",AS IN STAR PHASE BOOK THEY HAVE THEIR OWN,hybrid-w2v2-grl
475,Malayalam,Dravidian,Male,45-60,"We keep Hindi as the national language, as the only national language, which is not the case now",WE KEEP HINDE AS NATIONL LANGUAGE AS ONLY NATIONAL LANGUAGE WHICH IS NOT THE CASE NOW,hybrid-w2v2-grl
476,Maithili,Indo-Aryan,Male,30-45,How do I report potential fraud to PayZapp,HOW DO I REPORT POTESELPROD TO GAJAP,hybrid-w2v2-grl
477,Tamil,Dravidian,Female,60+,show me the picture of the singer,SHOW ME THE PICTURE OF THE SINGA,hybrid-w2v2-grl
478,Hindi,Indo-Aryan,Male,30-45,and makes jokes about it,AND MAKES JOKES ABOUT IT,hybrid-w2v2-grl
479,Dogri,Indo-Aryan,Male,18-30,"The major arts and crafts in our state, Jammu and Kashmir, are weaving",THE MAJOR OFTS AND CROFTS IN OVLE STAGE E MONKISH MY ARE WAVING,hybrid-w2v2-grl
480,Telugu,Dravidian,Female,45-60,"Nowadays, all the movies have English words in that and schools also.",NOW IDAYS ALL THE MOVIES HAVE ENGLISH WORDS IN THAT AND SCHOOLS ALSO A,hybrid-w2v2-grl
481,Maithili,Indo-Aryan,Male,30-45,which has given rise to fishy culture.,WHICH A HAS GIVEN RISE TO PISICALTUR,hybrid-w2v2-grl
482,Kashmiri,Indo-Aryan,Female,30-45,Zero,,hybrid-w2v2-grl
483,Urdu,Indo-Aryan,Female,30-45,"As Kuwampu described in Jai Bharata Jananiya Tanujaate, Karnataka state anthem, that is aspiration has been to see it as Sarva Janan Gada Sahaan Shantiya Doda, a garden of peace for all communities. The statue of Bahubali, a messenger for non-violence in Shravanapillai Gola or the shrine of Baba Buddha and the Tatraya, sacred for both Muslims and Hindus, are symbolic of this.",ASCUEMPU DESCRIBED IN CIB HARATHA GENANEA THENOGATHAYCONADACAS STATE ANDSHOMBUT THIS ASPIRATION HAS BEEN TO SEE IT HAS SARAVA GENAN GATHAS ARE ISHANTIA DODA A GARDEN OF PEACE FOR ALL COMMUNITYSTHE STATUE OF BABALY A MESSENGER FOR NON MOLANS INSHROVANA BILLA GULA OR THE SHRAINE OF BABABUDEN AND THE THAT TRAYER SECRET FOR BOTH MUSWINS AND HINTHERS ARE SYMBOLIC OF THIS,hybrid-w2v2-grl
484,Bodo,Sino-Tibetan,Female,18-30,"Beijing, Dubai, Shanghai, Tokyo, London",PACING TO BY SUNGY TO CU LONDON,hybrid-w2v2-grl
485,Urdu,Indo-Aryan,Female,18-30,"Amte later founded ""Somnath"" and ""Ashokwan"" ashrams for people suffering from leprosy.",AMTAY LATER FOUND IT SO NOT AND A SHOK VONE ASHNUMS FOR PEOPLE SUFFERING FROM LEPROSY,hybrid-w2v2-grl
486,Tamil,Dravidian,Female,18-30,Tree,,hybrid-w2v2-grl
487,Odia,Indo-Aryan,Male,60+,"Simon Commission, was a group of seven Members of Parliament under the chairmanship of Sir John Simon.",KNOWN ATD SIMON COMISON WAS A GROUP OF SEVEN MEMBERS OF PALEMENT UNDER THE CHAIR MENTS SIPUBSAD JOHN SIMON,hybrid-w2v2-grl
488,Maithili,Indo-Aryan,Female,30-45,"So, in response to this question that how has the education system in my state adapted to the changing needs and demands of society",SO IN RESPOND TO THIS CUSSION THAT HOW HAS THE DUCATION SYSTEM IN MY STATE ADAPTED TO THE CHANGING NEEDS AND DEMANDS OF SOCIETY,hybrid-w2v2-grl
489,Bodo,Sino-Tibetan,Male,45-60,"mental stamina is more stable than before, where I have been doing yoga on a regular basis",MENTAL STEMINA IS MORE STABLE THAN BEFORE AFTER I HAVE BEEN DOING YOGA ON A REGULAR BASIS,hybrid-w2v2-grl
490,Urdu,Indo-Aryan,Female,30-45,to a Tehzeebic culture or the mannerism of Urdu.,IT WITH THE HESIBI CULTURE AR THE MANORISM OF OTO,hybrid-w2v2-grl
491,Gujarati,Indo-Aryan,Male,30-45,of course in India English is not spoken with one accent,OF COURSE IN INDIA ENGLISH IS NOT SPOKEN WITH VENEX AND,hybrid-w2v2-grl
492,Urdu,Indo-Aryan,Female,45-60,Yes there are minority religions present in this region,YES THERE ARE MINORITY RELIGIONS PRESENT IN THIS RESION,hybrid-w2v2-grl
493,Telugu,Dravidian,Female,45-60,"Lower-grade tumors, with a more favorable prognosis, can be treated less aggressively, and have a better survival rate.",LOVER GREAT HUMORS WITH A MORE FAVORABLE PROGNOSIS CAN BE TREATED LESS AGGRESSIVELY AND HAVE A BETTER SURVIVAL DRATE,hybrid-w2v2-grl
494,Tamil,Dravidian,Female,18-30,that song is my favorite,THAT SONG IS MY FAVORITE,hybrid-w2v2-grl
495,Urdu,Indo-Aryan,Male,45-60,sound off,SOUND OFF,hybrid-w2v2-grl
496,Punjabi,Indo-Aryan,Female,45-60,Dog,,hybrid-w2v2-grl
497,Gujarati,Indo-Aryan,Female,30-45,opt for English as a way of communication,OPT FOR ENGLISH AS A WAY OF COMMUNICATION,hybrid-w2v2-grl
498,Urdu,Indo-Aryan,Female,45-60,Nowadays I prefer reading electronic versions,NOWADAYS I PREFER READING ELECTRONIC VERSIANS,hybrid-w2v2-grl
499,Urdu,Indo-Aryan,Female,30-45,"Karnataka is home to 50 different tribes, each having their own traditions and customs.",CANADAGA IS HOME TO FIFTY DIFFERENT TRIBES EACH HAVING THEIR OWN TRADITIONS AND CUSTOMSFESTIVE,hybrid-w2v2-grl
