uid,accent,language_family,gender,age,reference,hypothesis,model
439,Nepali,Indo-Aryan,Male,18-30,Repeat yesterday's order and add XY of DP Decorative Wax Candles Scented and 2 pieces Wild Stone Code Copper Body Perfume.,REPET YESTERDAY'S ORDER AN ADD AXWAY OF DEPE DECORATIVE WAG SCANDAL SENT IT AND TWO PIECES OF WELL IS TON'T COOLD COPPER BODY FOR HIM,wav2vec2-base
440,Odia,Indo-Aryan,Female,18-30,people can buy online as because after Covid,PEOPLE CAN BUY ON LINE AS BECAUSE AFTER COVERD,wav2vec2-base
441,Assamese,Indo-Aryan,Male,30-45,Can you show recommendation on Fragrances ?,GA NU SOR RECOMMENDATION ON FRAGRANCES,wav2vec2-base
442,Odia,Indo-Aryan,Female,60+,"I don't think I can answer this question because English is a foreign language to me,",I DON'T THINK I CAN ANSWER THIS QUOSTION BECAUSE ENGLAND SIS A PURIGN LANGUAGE TO ME,wav2vec2-base
443,Urdu,Indo-Aryan,Female,45-60,socially weaker sections of the society,SOCIALLY WECOR SECTION OF THE SOCIETY,wav2vec2-base
444,Dogri,Indo-Aryan,Female,18-30,"Then we have a place called Patnita of Mansar, Shorin sir, some amusement parks like colonial farms.",THEN WE HAVE A PLACE CALLED PACKNIYDOV A MONSTOR SHOOTINSER SOME AMUSEMENT BOUTS LIKE COLONIAL FAMS,wav2vec2-base
445,Urdu,Indo-Aryan,Male,45-60,On,ON,wav2vec2-base
446,Odia,Indo-Aryan,Female,30-45,Chandipur,AN GIPORD,wav2vec2-base
447,Urdu,Indo-Aryan,Male,30-45,"Furthermore, the concept of protected areas i.e. haram is intrinsic to Islam.",FURTHERMORE THE CONCEPT OF PROTECTOR IDEAS THAT HIS HRAM IS INSTANT INTRINSIC TO HIS LAWN,wav2vec2-base
448,Hindi,Indo-Aryan,Female,30-45,because out there in the open,TLI FICIS OTHE IN THE OPEN,wav2vec2-base
449,Maithili,Indo-Aryan,Male,30-45,Obviously it is a wonderful feeling that I got when I started cultivating my own vegetables on my rooftop garden last year.,OBVIOUSLY TIS A WONDERFUL FEELING THAT I GOT WHEN I STARTED CULTIVATING MY ON VISITABLES ON MY ROOF OF GARDEN LAST YEAR,wav2vec2-base
450,Telugu,Dravidian,Female,45-60,Help,,wav2vec2-base
451,Kannada,Dravidian,Female,18-30,On a daily basis we use curry bevu and kothamri in cooking,ON OUR DAILY BUSES OF E USE CARI BEWEN CORTAMBRI IN COOKING,wav2vec2-base
452,Marathi,Indo-Aryan,Female,18-30,So it is fed to my reading list in my phone.,O ITIT IS O FAT NO MY LITING LIST AND MY FORN,wav2vec2-base
453,Maithili,Indo-Aryan,Female,45-60,"So I poured some in the starting, then again I poured and finally it happened that it became so wet",SO I POURED SOME IN THE STUDY THEN AGAIN I POURED AND FINALLY IT HAPPENED THAT IT BECAME SO VED,wav2vec2-base
454,Kashmiri,Indo-Aryan,Male,18-30,"The industry isn't that popular over here in Kashmir.So there are very less opportunities of finding such places. Personally, I do not know any such places where tourists can come and enjoy music and singing.But Yes, there are some certain occasions wherein the local artists or sometimes the artists from other part of India as well come here. They take part. They sing in front of people",THE IN THE STREEDS AND THAT POPULAR OVER HERE INCUSH BER SO THERE ARE VERY LESS OPPORTUNITIES OF FINDING SUCH PLACES I PERSONALLY DO NOT REMEMBER I DO NOT KNOW ANY OF SUCH PLACES O AWA A VENTURS AND COME AND ENJOY MUSIC AND SINGING BUT YES THERE ARE SOME CERTAIN OCCASIONS WHOREIN AH THE LOCAL ARTISTIS ARE SOMETIMES THE DARTIST FROM OTHER PART OF IN THE EYES WILL COME HERE AND TA THEY TAK PART THEY SING IN FRONT OF PEOPLE,wav2vec2-base
455,Odia,Indo-Aryan,Female,60+,how long should you cook a whole chicken in a three hundred and seventy five degree oven,HOW LONG SHALL YOU COOK YOU HOLE CHICKIN IN A THREE HUNDRED AND SEVENTY PLAVE DEGTY OPEN,wav2vec2-base
456,Urdu,Indo-Aryan,Female,30-45,Play,,wav2vec2-base
457,Dogri,Indo-Aryan,Male,30-45,"I watched the short film on the story of Mata Vaishno Devi at Clark in Suit, Qatar.",I WATCHED THE SHORT ROMANDER STORY OF MATAFICIEN EVIET CLERKIN SUIT CUTTER DER,wav2vec2-base
458,Telugu,Dravidian,Female,45-60,Agree,AGRE,wav2vec2-base
459,Kashmiri,Indo-Aryan,Female,30-45,Delhi,ALY,wav2vec2-base
460,Urdu,Indo-Aryan,Female,18-30,Did I receive the money back after the unsuccessful transaction?,DID I RECEIVE THE MONEY BACK AFTER THE UNSUCCESSFUL TRANSACTION,wav2vec2-base
461,Kannada,Dravidian,Female,30-45,It got stick it just went on sticking and tearing,IT GART STICKER IT JUST WENT ON STICKING AND DARING,wav2vec2-base
462,Assamese,Indo-Aryan,Male,18-30,Learn,LANE,wav2vec2-base
463,Malayalam,Dravidian,Male,18-30,Next,NEXT,wav2vec2-base
464,Odia,Indo-Aryan,Female,18-30,"He used to deal everything in a traditional way, but now he is slowly and gradually switching to the digitalization or automation mode",HE USED TO DEAL EVERYTHING IN A TRADITIONAL WAY BUT NOW HE IS SLOWLY AND GRADUALLY SWITCHING TOUH THE DIGITALIZATION OR ALTERMISSION WOOD,wav2vec2-base
465,Nepali,Indo-Aryan,Male,18-30,And on that day Nepali women come and visit at program by wearing their cultural costumes,ON DEBT A DAY A MIPOLLY WHOMAN COMMIN VISIT AT PROGHAM BY WILLING THEY RECALLDERCOSTUME,wav2vec2-base
466,Malayalam,Dravidian,Female,18-30,put an order in for two pizzas from domino's,PORTAN ONDOR IN FOR TUPISAS FROM DOMINOS,wav2vec2-base
467,Urdu,Indo-Aryan,Male,30-45,and beautified by palaces,AND BEAUTIFIED BYD PELICES,wav2vec2-base
468,Tamil,Dravidian,Female,60+,One,,wav2vec2-base
469,Telugu,Dravidian,Male,45-60,Two,,wav2vec2-base
470,Malayalam,Dravidian,Female,30-45,"As Christianity spread and handwritten copies of the Christian scriptures multiplied, the Bible was translated into vernacular languages, including Syriac, Coptic, Ethiopian, Armenian, even in my native language Malayalam",AS CHRISTIANITY SPREAD AND HANDWOOTERN COPIES OF THE CHRISTIAN SCRIPTURES MULTIP LIED THE BIBLE WAS TRANSLATED INTO WORTNACULAR LANGUAGES INCLUDING CYRIACOPTIC ETHIOF IN ARMANIAN EVEN IN MY NATIVE LANGUAGE MALIALUM,wav2vec2-base
471,Gujarati,Indo-Aryan,Female,30-45,Show me all the donations,SHOW ME ALL THE DONITIONS,wav2vec2-base
472,Bodo,Sino-Tibetan,Female,18-30,The core of Sattriya Nritya has usually been the mythological stories so,SO DARCOR OF A SUTRIAR NITAR HAS UASUALLY BEEN THE MYCHROLOGICAL STORIES SO,wav2vec2-base
473,Urdu,Indo-Aryan,Male,18-30,Backward,BAGWARD,wav2vec2-base
474,Dogri,Indo-Aryan,Male,30-45,"as Insta, Facebook they have their own",AS IN STARK FEARSBLE THEY HAVE THEIR ON,wav2vec2-base
475,Malayalam,Dravidian,Male,45-60,"We keep Hindi as the national language, as the only national language, which is not the case now",WE KEEP HEN BE AS NATIONAL LANGUAGE AS ONLY IN NATIONAL LANGUAGE WHICH DOES NOT THE GASE KNOW,wav2vec2-base
476,Maithili,Indo-Aryan,Male,30-45,How do I report potential fraud to PayZapp,HOW DO I RYPORT POR TENTELPRO TO GAJEB,wav2vec2-base
477,Tamil,Dravidian,Female,60+,show me the picture of the singer,SHOW ME THE PICTURE OF THE SINGER,wav2vec2-base
478,Hindi,Indo-Aryan,Male,30-45,and makes jokes about it,AND MAKES JOKES ABALTRIT,wav2vec2-base
479,Dogri,Indo-Aryan,Male,18-30,"The major arts and crafts in our state, Jammu and Kashmir, are weaving",THE MAJOR OSANCRAFTSENOWILL STARE TE MUNKISH MIRAR WIVING,wav2vec2-base
480,Telugu,Dravidian,Female,45-60,"Nowadays, all the movies have English words in that and schools also.",NOWADAYS ALL THE MOBIS AH HAVE ENGLISH WORDS IN BAG AND SCHOOLSALSO AM,wav2vec2-base
481,Maithili,Indo-Aryan,Male,30-45,which has given rise to fishy culture.,WHICH A HAS GIVEN RISE TO BISTICALTURE,wav2vec2-base
482,Kashmiri,Indo-Aryan,Female,30-45,Zero,,wav2vec2-base
483,Urdu,Indo-Aryan,Female,30-45,"As Kuwampu described in Jai Bharata Jananiya Tanujaate, Karnataka state anthem, that is aspiration has been to see it as Sarva Janan Gada Sahaan Shantiya Doda, a garden of peace for all communities. The statue of Bahubali, a messenger for non-violence in Shravanapillai Gola or the shrine of Baba Buddha and the Tatraya, sacred for both Muslims and Hindus, are symbolic of this.",ASCUENPU DESCRIBED IN JEA HARATE JANANIATA NAJATE GANADAGAS TIT ANTHEM THUT ITS ASPIRITION HAS BEEN TO SEE IT HAS SARVAJANDANGADAZA ISCHANTIA DODA A GARDEN OF PEACE FOR ALL COMMUNITIES THE STATUE OF BABALI A MESSENGER FOR NONMORLANS INSCHAVANABILLAGULA OR THE SHRAIN ABABABUDDEN AND E TATRAYA SECRED FOR BOTMUSWINS AND HINDOS ARE SIMBOLIC OF THIS,wav2vec2-base
484,Bodo,Sino-Tibetan,Female,18-30,"Beijing, Dubai, Shanghai, Tokyo, London",AZING DO BY CANG D CU LONDON,wav2vec2-base
485,Urdu,Indo-Aryan,Female,18-30,"Amte later founded ""Somnath"" and ""Ashokwan"" ashrams for people suffering from leprosy.",IM DAY LATER FOUND IT SO NOT AN A SHOCK VAN ASHNONS FOR PEOPLE SUFFERING FROM LEPROSY,wav2vec2-base
486,Tamil,Dravidian,Female,18-30,Tree,,wav2vec2-base
487,Odia,Indo-Aryan,Male,60+,"Simon Commission, was a group of seven Members of Parliament under the chairmanship of Sir John Simon.",NON AN SIMON COMMISON WAS IN GROUP OF SEVENMEMBERS OF BY LEMENT UNDER THE CHAIRMENS IVE OF SADE JOHN SIMON,wav2vec2-base
488,Maithili,Indo-Aryan,Female,30-45,"So, in response to this question that how has the education system in my state adapted to the changing needs and demands of society",SO IN RESPOND TO THIS CUSSION THAT HOW HAS THE DUCATION SYSTEM IN MY STATE ADAPTED TO THE CHANGING NEEDS AND DEMANDS OF SOCIETY,wav2vec2-base
489,Bodo,Sino-Tibetan,Male,45-60,"mental stamina is more stable than before, where I have been doing yoga on a regular basis",MENTAL STEMINA IS MORE STABLE THEN BEFORE AFTER I HAVE BEEN DOING YOGA ON A REGULAR BASIS,wav2vec2-base
490,Urdu,Indo-Aryan,Female,30-45,to a Tehzeebic culture or the mannerism of Urdu.,UTOITH THE HESIBICULTURED AUR THE MANORISM OF ORDU,wav2vec2-base
491,Gujarati,Indo-Aryan,Male,30-45,of course in India English is not spoken with one accent,OF COURSE IN INDIA ENGLISH IS NOT SPOKEN VIT VENEX AND,wav2vec2-base
492,Urdu,Indo-Aryan,Female,45-60,Yes there are minority religions present in this region,YES THERE ARE MINORITY RELIGIONS PRESENT IN THIS REGION,wav2vec2-base
493,Telugu,Dravidian,Female,45-60,"Lower-grade tumors, with a more favorable prognosis, can be treated less aggressively, and have a better survival rate.",LOVER GREAT TUMOURS WITH A MORE FAVOURABLE PROGNOSIS CAN BE TREATED LESS AGGRESSIVELY AND HAVE A BETTER SURVIVAL DRIT,wav2vec2-base
494,Tamil,Dravidian,Female,18-30,that song is my favorite,THAT SONG IS MY FAVORITE,wav2vec2-base
495,Urdu,Indo-Aryan,Male,45-60,sound off,SOUND OFF,wav2vec2-base
496,Punjabi,Indo-Aryan,Female,45-60,Dog,DO,wav2vec2-base
497,Gujarati,Indo-Aryan,Female,30-45,opt for English as a way of communication,OPT FOR ENGLISH AS A VAR OF COMMUNIGATION,wav2vec2-base
498,Urdu,Indo-Aryan,Female,45-60,Nowadays I prefer reading electronic versions,NOW AR DAYS I PREFER RIDING LECTRONIC VERSIONS,wav2vec2-base
499,Urdu,Indo-Aryan,Female,30-45,"Karnataka is home to 50 different tribes, each having their own traditions and customs.",GANADAGAI'S HOME TO FIFTY DIFFERENT TRIBES EACH HAVING THEIR OWN TRADITIONS AND CUSTOMS FESTIVE,wav2vec2-base
